date,open,high,low,close,volume
2024-02-09,88.51992590400012,98.02109433887472,88.51992590400012,90.2922225040905,6387313
2024-02-10,87.30402841702349,97.65192769530928,87.30402841702349,89.48306870959867,4618717
2024-02-11,87.46905584148955,97.83859878117563,87.46905584148955,90.98195416299758,4343240
2024-02-12,87.77698704062041,98.3234074257952,87.77698704062041,91.3408386245152,2987493
2024-02-13,85.96757826603962,99.89013273251518,85.96757826603962,93.72013258087252,3538216
2024-02-14,83.92841594383364,99.61250608469985,83.92841594383364,93.75491317660003,6190725
2024-02-15,82.7647520513312,98.04936234965677,82.7647520513312,92.96970932711,2334807
2024-02-16,83.25054343885105,96.97789734422759,83.25054343885105,92.16992116222781,7766481
2024-02-17,82.33719172320822,96.2794364609904,82.33719172320822,90.65729243740397,5595150
2024-02-18,81.51759519434205,96.54846634040892,81.51759519434205,90.84715803936284,5067437
2024-02-19,80.16289082435712,94.32496020717136,80.16289082435712,90.53397063470833,9112214
2024-02-20,80.95023898473556,92.96129571103432,80.95023898473556,90.65659151533616,1249883
2024-02-21,81.2724070105501,91.48900195739736,81.2724070105501,91.14705793439147,7803653
2024-02-22,82.18711180040553,90.47865890915021,82.18711180040553,89.75392584746596,2374512
2024-02-23,81.08999976803679,92.43331311937457,81.08999976803679,90.2889748448969,1253873
2024-02-24,81.3280442267328,91.36501992453736,81.3280442267328,90.66055625869254,6120549
2024-02-25,81.27926441384568,91.64953110703607,81.27926441384568,91.34237792747433,4534963
2024-02-26,81.8389046538593,94.74423696245088,81.8389046538593,89.98638908926188,2491327
2024-02-27,81.81678510733542,95.25692692154809,81.81678510733542,90.98394551095713,8508581
2024-02-28,82.12681276945241,94.75865797925042,82.12681276945241,91.34509112381603,9740691
2024-02-29,83.06367204301206,93.89985786343235,83.06367204301206,90.81884506671045,3864163
2024-03-01,82.09639646588967,93.50546911436697,82.09639646588967,91.56277306435233,7638459
2024-03-02,80.22999211863859,94.43383887646202,80.22999211863859,89.50260670835571,9829793
2024-03-03,81.71642519397062,94.04465914001783,81.71642519397062,87.8884143214173,3011545
2024-03-04,83.72805225758026,92.65258066607136,83.72805225758026,87.1053407149707,7262612
2024-03-05,86.6066608542861,92.79543732167055,86.12577239229276,86.12577239229276,4975416
2024-03-06,86.4200831656,93.17901553490823,84.70617862535747,84.70617862535747,5328643
2024-03-07,86.65948286847933,94.95896160693064,85.30973149972453,85.30973149972453,7238721
2024-03-08,85.8383289015794,95.90517048957449,83.51040364911518,83.51040364911518,4868456
2024-03-09,83.53115485838413,95.99212989435252,83.27469308152158,83.27469308152158,3948276
2024-03-10,84.7344122198771,94.95137171247106,82.61015157590232,82.61015157590232,7095736
2024-03-11,85.35362765885876,94.26070289008538,81.34796717606801,81.34796717606801,5486348
2024-03-12,86.18578408296794,94.21261035107754,81.03212977413305,81.03212977413305,9462814
2024-03-13,85.04095305102568,94.88697144312127,81.32748839654856,81.32748839654856,1772030
2024-03-14,85.17863242812297,95.37371263560553,81.7534508772905,81.7534508772905,9595616
2024-03-15,86.25116695815848,95.16446354803597,82.16894986105169,82.16894986105169,8017935
2024-03-16,86.18114707341512,96.70960973122268,81.73072307757428,81.73072307757428,6691124
2024-03-17,86.61420234512592,97.19968124161898,82.31340410119374,82.31340410119374,2816548
2024-03-18,87.21333549715968,97.52226405140433,82.3662192173923,82.3662192173923,2327627
2024-03-19,89.6152149333852,97.19741870264193,83.25426407424516,83.25426407424516,6491465
2024-03-20,88.5018752930354,98.31766406906904,82.49372367937117,82.49372367937117,3491242
2024-03-21,88.35630661513389,97.5749532306495,83.420349092955,83.420349092955,4991324
2024-03-22,89.33234243867295,97.74103059360682,81.15174911687582,81.15174911687582,9620363
2024-03-23,88.88494157432969,97.90642161623306,81.40908175074694,81.40908175074694,7187467
2024-03-24,91.15411858023069,98.56580920434584,82.08852851919424,82.08852851919424,7682976
2024-03-25,89.35618510664,97.39504930406827,81.3663685421944,81.3663685421944,4052785
2024-03-26,88.79443429392128,99.26047304509211,79.59631567601255,79.59631567601255,3751140
2024-03-27,88.43997518332324,99.08993879763715,81.29973642535093,81.29973642535093,7975652
2024-03-28,89.57294855582256,100.14531776425946,81.72000371372312,81.72000371372312,9369165
2024-03-29,91.05899167458922,98.89438965278428,80.73425807615243,80.73425807615243,8263296
2024-03-30,91.89401584041698,100.66683574422589,80.51599657372786,80.51599657372786,6431808
2024-03-31,92.38147171996548,100.24561230827287,80.46744949245038,80.46744949245038,6875659
2024-04-01,91.83847287549207,99.87615510222618,79.69491429195934,79.69491429195934,2511109
2024-04-02,91.5636443588117,100.5241060355188,79.973161082242,79.973161082242,7108751
2024-04-03,92.84383992555978,100.70230728693699,80.8504959847393,80.8504959847393,4787621
2024-04-04,93.01130587638767,99.99786073902895,81.33297645081657,81.33297645081657,8115113
2024-04-05,91.9385487436461,99.43538164762754,81.08120013104731,81.08120013104731,9466087
2024-04-06,92.31093079918192,100.2471070921471,83.63639504154173,83.63639504154173,6432259
2024-04-07,91.80445508486478,98.99305479225943,84.3183610314393,84.3183610314393,1449651
2024-04-08,92.99443341684325,99.83409175134288,84.45851629071804,84.45851629071804,4354959
2024-04-09,94.2856767451605,100.39814439996628,85.7388413903966,85.7388413903966,2733637
